Blue,Green,Red,NIR,SWIR-1,SWIR-2,Landcover
0.0516,0.0761,0.0813,0.2226,0.2527,0.1737,40
0.06245,0.0972,0.0968,0.241,0.21995,0.15105,40
0.063,0.0839,0.0871,0.226,0.2332,0.1506,40
0.0685,0.0912,0.09915,0.231,0.25215,0.16705,40
0.0538,0.0778,0.0917,0.2252,0.2574,0.1775,40
0.0706,0.0849,0.0792,0.125,0.1067,0.0831,40
0.0724,0.0913,0.0884,0.1951,0.1952,0.1324,40
0.0921,0.1222,0.1542,0.2432,0.3133,0.2474,40
0.0626,0.0858,0.0869,0.2294,0.2461,0.155,40
0.0614,0.0827,0.0934,0.2392,0.2266,0.1628,40
0.0722,0.0964,0.1082,0.2352,0.2458,0.1711,40
0.07155,0.09935,0.1311,0.1867,0.2368,0.1736,40
0.0581,0.0761,0.0659,0.2002,0.0922,0.0568,40
0.068,0.09585,0.1019,0.2602,0.2561,0.17715,40
0.0648,0.0858,0.1052,0.221,0.219,0.1511,40
0.07275,0.0928,0.10225,0.1986,0.23425,0.1719,40
0.0629,0.0841,0.0967,0.216,0.2182,0.1583,40
0.0587,0.081,0.0735,0.196,0.1681,0.1141,40
0.0769,0.1026,0.1148,0.2474,0.2582,0.1845,40
0.08365,0.1147,0.129,0.3262,0.29865,0.2187,40
0.05595,0.069,0.0618,0.1838,0.1465,0.08615,40
0.0577,0.0794,0.0899,0.2045,0.2498,0.1773,40
0.0681,0.0977,0.0977,0.2872,0.2725,0.1803,40
0.0813,0.0994,0.1196,0.177,0.2165,0.1733,40
0.0633,0.0866,0.083,0.2352,0.2092,0.131,40
0.0608,0.0742,0.0606,0.2408,0.1955,0.1174,40
0.0602,0.089,0.0922,0.2476,0.2025,0.1407,40
0.0751,0.107,0.1126,0.2608,0.2762,0.1967,40
0.0722,0.0989,0.097,0.2354,0.207,0.1468,40
0.0642,0.0902,0.0954,0.2732,0.2068,0.124,40
0.0659,0.0889,0.0897,0.2106,0.2141,0.1452,40
0.0648,0.0811,0.0844,0.1714,0.1667,0.1214,40
0.0668,0.096,0.1026,0.2374,0.2519,0.1646,40
0.0515,0.0753,0.07835,0.2214,0.2423,0.1713,40
0.08095,0.1068,0.1138,0.227,0.198,0.13455,40
0.0667,0.0987,0.1234,0.2522,0.2867,0.2081,40
0.0796,0.0952,0.0912,0.2262,0.2185,0.1603,40
0.0753,0.093,0.0853,0.1946,0.196,0.1459,40
0.0651,0.0911,0.0897,0.2482,0.2168,0.1566,40
0.0731,0.1019,0.1132,0.2678,0.3126,0.2201,40
0.0582,0.08575,0.0927,0.2518,0.2611,0.182,40
0.0678,0.0989,0.0993,0.2438,0.2544,0.1757,40
0.0716,0.1054,0.0948,0.076,0.0541,0.0385,40
0.0722,0.1004,0.104,0.2786,0.2883,0.1955,40
0.0628,0.0857,0.0805,0.2316,0.2394,0.1686,40
0.0825,0.0997,0.1032,0.231,0.2159,0.1555,40
0.0773,0.1038,0.1222,0.2406,0.243,0.1929,40
0.0617,0.0996,0.0739,0.2778,0.216,0.1235,40
0.0628,0.0832,0.1018,0.204,0.2539,0.1883,40
0.0686,0.0976,0.1094,0.2686,0.2997,0.2052,40
0.0608,0.0867,0.104,0.2398,0.2608,0.1689,40
0.0553,0.0728,0.0711,0.221,0.2075,0.1214,40
0.0771,0.1085,0.1223,0.2725,0.28505,0.2065,40
0.04985,0.08005,0.0803,0.2,0.1264,0.06815,40
0.06155,0.09265,0.09735,0.2187,0.20485,0.13675,40
0.0755,0.1044,0.1062,0.2124,0.2275,0.1735,40
0.0722,0.1023,0.111,0.2342,0.2409,0.1866,40
0.06855,0.0876,0.09045,0.2278,0.217,0.165,40
0.0531,0.0783,0.0775,0.2042,0.1964,0.1248,40
0.076,0.0879,0.0996,0.1648,0.2074,0.1695,40
0.0958,0.117,0.1148,0.2554,0.2068,0.1527,40
0.0783,0.113,0.1308,0.2348,0.2749,0.2132,40
0.0756,0.1032,0.1046,0.2666,0.2354,0.1595,40
0.0692,0.0913,0.0898,0.248,0.2165,0.1718,40
0.06185,0.0886,0.09665,0.2295,0.236,0.1668,40
0.0705,0.1053,0.1378,0.2559,0.31685,0.2436,40
0.0644,0.09035,0.10215,0.2484,0.25955,0.1812,40
0.0683,0.0825,0.0807,0.222,0.2273,0.1661,40
0.0481,0.0576,0.0597,0.1504,0.1459,0.1097,40
0.0697,0.094,0.1098,0.2428,0.2777,0.1907,40
0.07,0.099,0.132,0.2476,0.2859,0.2242,40
0.0594,0.0844,0.0969,0.2342,0.2651,0.1841,40
0.0869,0.122,0.1598,0.2486,0.2889,0.2432,40
0.06705,0.09485,0.08535,0.2642,0.22925,0.1464,40
0.0751,0.102,0.113,0.2602,0.2245,0.153,40
0.05695,0.08685,0.08645,0.2204,0.2219,0.13995,40
0.0599,0.0841,0.1046,0.2182,0.2313,0.1426,40
0.0886,0.1084,0.1058,0.2128,0.2093,0.1479,40
0.0641,0.0874,0.102,0.2138,0.241,0.1639,40
0.06645,0.09215,0.1018,0.2497,0.28045,0.1985,40
0.06675,0.09795,0.1,0.251,0.231,0.16275,40
0.0457,0.0692,0.0539,0.2004,0.1362,0.0836,40
0.06445,0.0964,0.0821,0.2644,0.21425,0.13395,40
0.0871,0.0917,0.118,0.183,0.265,0.2181,40
0.0675,0.0965,0.0905,0.2294,0.1965,0.13,40
0.0681,0.103,0.1108,0.2624,0.2488,0.1877,40
0.06035,0.08905,0.08815,0.2506,0.2271,0.1475,40
0.0734,0.098,0.1273,0.2463,0.29245,0.21955,40
0.0643,0.08905,0.0922,0.2262,0.2128,0.1495,40
0.0705,0.0839,0.0874,0.1548,0.1906,0.167,40
0.0617,0.0861,0.1009,0.1896,0.1636,0.115,40
0.0789,0.0877,0.0797,0.2244,0.1749,0.1116,40
0.068,0.0825,0.0722,0.2247,0.1633,0.1078,40
0.0727,0.095,0.1072,0.1936,0.2333,0.1747,40
0.0856,0.10125,0.1035,0.161,0.16315,0.12445,40
0.0705,0.0946,0.0999,0.2364,0.2498,0.1761,40
0.07655,0.1055,0.1167,0.2491,0.27585,0.20835,40
0.0597,0.0904,0.1078,0.23,0.2551,0.1774,40
0.0833,0.1132,0.1246,0.2236,0.2328,0.1793,40
0.05965,0.08435,0.066,0.065,0.06495,0.04075,40
0.0798,0.1112,0.133,0.2106,0.2058,0.1573,40
0.07375,0.10135,0.1064,0.2224,0.2743,0.1911,40
0.08275,0.1025,0.08515,0.254,0.20555,0.12585,40
0.0992,0.1302,0.1434,0.2484,0.2636,0.2028,40
0.0598,0.0857,0.0864,0.2214,0.1937,0.1321,40
0.072,0.0983,0.0929,0.2568,0.2129,0.1486,40
0.0536,0.0899,0.0759,0.3086,0.232,0.1495,40
0.0661,0.09155,0.1228,0.2478,0.26965,0.1905,40
0.0857,0.1045,0.10345,0.2742,0.19665,0.1299,40
0.063,0.0979,0.0918,0.2686,0.2407,0.1532,40
0.0621,0.0803,0.07095,0.1896,0.1933,0.12745,40
0.064,0.0896,0.0922,0.2342,0.2452,0.1694,40
0.077,0.09685,0.08445,0.2872,0.1637,0.10405,40
0.0707,0.0908,0.0977,0.225,0.2505,0.1776,40
0.0735,0.1036,0.1154,0.2188,0.239,0.1716,40
0.08235,0.09265,0.1049,0.1337,0.1814,0.15525,40
0.07415,0.0869,0.07195,0.1735,0.1015,0.06125,40
0.0838,0.117,0.124,0.3054,0.2813,0.2167,40
0.0649,0.0987,0.1154,0.274,0.29975,0.21105,40
0.0637,0.0834,0.07845,0.2128,0.254,0.18025,40
0.0634,0.0855,0.0868,0.2352,0.2412,0.1682,40
0.0753,0.1062,0.1122,0.2382,0.2295,0.1636,40
0.0498,0.0794,0.0793,0.2348,0.1956,0.1283,40
0.0696,0.0939,0.07185,0.2759,0.1461,0.08245,40
0.0692,0.0876,0.09565,0.2154,0.22665,0.15885,40
0.062,0.0799,0.0882,0.1886,0.2353,0.1559,40
0.0626,0.08855,0.0859,0.2779,0.25975,0.16265,40
0.0742,0.099,0.09655,0.2353,0.2279,0.1634,40
0.05995,0.0815,0.08305,0.2418,0.25255,0.16575,40
0.0732,0.1009,0.1216,0.2652,0.2956,0.2204,40
0.0704,0.097,0.106,0.2384,0.2915,0.2143,40
0.0627,0.0874,0.0943,0.2202,0.233,0.165,40
0.0948,0.112,0.123,0.233,0.2505,0.1844,40
0.0748,0.0974,0.1282,0.214,0.2723,0.2023,40
0.0767,0.0948,0.1019,0.2018,0.2138,0.1692,40
0.06245,0.0881,0.07655,0.2632,0.22365,0.13205,40
0.0688,0.0911,0.1026,0.2204,0.2787,0.195,40
0.0759,0.1074,0.0977,0.285,0.2784,0.1777,40
0.0934,0.1306,0.1624,0.2144,0.2618,0.2166,40
0.05845,0.0773,0.0743,0.2487,0.2077,0.1463,40
0.0703,0.0911,0.1106,0.1418,0.2489,0.2079,40
0.04845,0.07175,0.0718,0.2101,0.2245,0.15765,40
0.0736,0.1016,0.1206,0.2466,0.295,0.2162,40
0.1023,0.1206,0.1298,0.1936,0.2056,0.1848,50
0.086,0.0959,0.0999,0.1694,0.1745,0.1515,50
0.1128,0.1261,0.1339,0.1742,0.22245,0.20355,50
0.0998,0.1098,0.1195,0.1504,0.20405,0.18705,50
0.1218,0.1382,0.1416,0.1766,0.2036,0.1931,50
0.0985,0.108,0.1083,0.1651,0.1691,0.13305,50
0.1264,0.1446,0.1544,0.1994,0.1993,0.1796,50
0.0937,0.106,0.1138,0.1242,0.1341,0.1164,50
0.08045,0.10125,0.1116,0.1937,0.22945,0.1729,50
0.0889,0.1068,0.1248,0.199,0.2294,0.166,50
0.0949,0.1152,0.1144,0.2164,0.1845,0.1595,50
0.1176,0.1268,0.1358,0.1968,0.2181,0.1971,50
0.0987,0.101,0.1072,0.1696,0.2105,0.1836,50
0.0861,0.105,0.1194,0.1702,0.2108,0.1792,50
0.0815,0.09995,0.1041,0.1643,0.1897,0.14375,50
0.0772,0.0879,0.088,0.227,0.1808,0.1292,50
0.1059,0.1197,0.112,0.2139,0.20445,0.17875,50
0.1132,0.1354,0.1538,0.2204,0.2323,0.1984,50
0.0963,0.1257,0.1412,0.2566,0.2506,0.19645,50
0.0999,0.114,0.1198,0.17,0.1961,0.1715,50
0.1112,0.1242,0.1326,0.1696,0.2118,0.1924,50
0.1002,0.1058,0.1116,0.153,0.1862,0.1621,50
0.0781,0.0926,0.0944,0.2214,0.2037,0.1582,50
0.1132,0.1374,0.1432,0.206,0.2074,0.1844,50
0.0784,0.0973,0.1018,0.1788,0.1727,0.1512,50
0.1783,0.2248,0.2478,0.292,0.3048,0.2606,50
0.1333,0.1585,0.1834,0.2271,0.2704,0.2636,50
0.0607,0.0715,0.067,0.1416,0.1294,0.0914,50
0.129,0.1528,0.1736,0.2222,0.2303,0.1963,50
0.0948,0.1174,0.1292,0.216,0.2431,0.1941,50
0.08605,0.1,0.1123,0.1291,0.1344,0.12235,50
0.0959,0.1158,0.1122,0.1782,0.2193,0.175,50
0.1064,0.1192,0.1302,0.1614,0.2047,0.1926,50
0.0944,0.1242,0.1394,0.2554,0.2154,0.182,50
0.1178,0.1344,0.1444,0.2308,0.2042,0.175,50
0.1072,0.1158,0.1138,0.198,0.2058,0.1702,50
0.0773,0.1043,0.1222,0.2181,0.22105,0.16985,50
0.09715,0.1105,0.1236,0.1577,0.1944,0.1723,50
0.089,0.1046,0.1058,0.1558,0.1852,0.1604,50
0.0631,0.0669,0.0687,0.07685,0.09185,0.0893,50
0.12,0.134,0.1454,0.1734,0.1972,0.1848,50
0.0675,0.0782,0.0872,0.1076,0.1285,0.1174,50
0.0965,0.1106,0.115,0.1516,0.1991,0.1854,50
0.0761,0.0937,0.1014,0.1622,0.1765,0.1282,50
0.1266,0.1442,0.1526,0.1986,0.2187,0.1927,50
0.0899,0.104,0.1016,0.1948,0.1787,0.1352,50
0.0752,0.0711,0.0686,0.113,0.211,0.2018,50
0.1046,0.1194,0.1288,0.1614,0.2116,0.198,50
0.1128,0.1274,0.1363,0.1929,0.22585,0.1942,50
0.1086,0.1209,0.1299,0.1751,0.191,0.1689,50
0.06665,0.08705,0.0935,0.2162,0.19735,0.14335,50
0.0834,0.0991,0.1054,0.183,0.2372,0.2197,50
0.0959,0.1176,0.1278,0.2388,0.2155,0.1809,50
0.0651,0.0827,0.0907,0.1686,0.1851,0.1458,50
0.086,0.10455,0.129,0.1566,0.24675,0.2439,50
0.0918,0.1036,0.1088,0.129,0.1271,0.1237,50
0.0711,0.1102,0.163,0.1964,0.2869,0.2159,50
0.0963,0.118,0.1212,0.1838,0.1902,0.1612,50
0.08955,0.10205,0.1105,0.1311,0.1562,0.15045,50
0.0876,0.0968,0.1046,0.1448,0.1704,0.1471,50
0.1138,0.1328,0.1504,0.1842,0.2192,0.2067,50
0.0892,0.1098,0.1066,0.1792,0.1966,0.1666,50
0.09505,0.1098,0.1184,0.1246,0.1256,0.10905,50
0.0868,0.1042,0.1046,0.2492,0.2245,0.1785,50
0.0883,0.0978,0.1094,0.1326,0.202,0.199,50
0.116,0.1264,0.1406,0.1756,0.1942,0.1757,50
0.09935,0.1165,0.1218,0.187,0.20865,0.1952,50
0.1082,0.125,0.1336,0.1664,0.2318,0.2018,50
0.1743,0.2011,0.2296,0.2641,0.28595,0.26475,50
0.1146,0.1362,0.1432,0.1836,0.1974,0.1776,50
0.109,0.1172,0.1266,0.1552,0.1948,0.171,50
0.05725,0.06345,0.0775,0.0925,0.1976,0.1953,50
0.079,0.0973,0.1148,0.2098,0.2214,0.1581,50
0.1004,0.12,0.134,0.166,0.1988,0.1762,50
0.1039,0.1222,0.1337,0.174,0.2016,0.18045,50
0.1152,0.1244,0.1388,0.1992,0.2147,0.191,50
0.0988,0.1306,0.1604,0.1864,0.1956,0.1769,50
0.0762,0.09025,0.0845,0.1894,0.1636,0.12265,50
0.0692,0.0887,0.0955,0.2026,0.1789,0.1256,50
0.08545,0.09945,0.1039,0.1463,0.178,0.16065,50
0.049,0.0534,0.057,0.0603,0.1435,0.1597,50
0.0966,0.109,0.1182,0.172,0.1986,0.1731,50
0.1038,0.1302,0.1614,0.2164,0.2571,0.2213,50
0.1572,0.1848,0.1924,0.2728,0.2347,0.1889,50
0.0916,0.1292,0.134,0.259,0.2428,0.1801,50
0.0663,0.0862,0.0912,0.173,0.1504,0.1103,50
0.1154,0.1178,0.1221,0.1711,0.20485,0.1818,50
0.1055,0.1134,0.1261,0.1915,0.25335,0.20355,50
0.0756,0.0865,0.09315,0.1236,0.15175,0.1262,50
0.1036,0.1354,0.167,0.2014,0.2552,0.2156,50
0.0787,0.105,0.1031,0.2266,0.2002,0.1634,50
0.07815,0.0963,0.10205,0.2126,0.2202,0.1568,50
0.1144,0.1306,0.1462,0.1826,0.2131,0.1902,50
0.3141,0.3503,0.3822,0.4019,0.39965,0.36815,50
0.1644,0.197,0.227,0.2686,0.3062,0.2947,50
0.08475,0.0943,0.09805,0.1266,0.18495,0.15815,50
0.1284,0.1392,0.1444,0.1834,0.2263,0.2116,50
0.0978,0.1082,0.1148,0.1704,0.1888,0.1649,50
0.1062,0.1212,0.1304,0.1832,0.177,0.1443,50
0.0803,0.0923,0.0938,0.1104,0.1296,0.126,50
0.1098,0.1338,0.1472,0.1962,0.236,0.2063,50
0.0614,0.08005,0.08495,0.2162,0.19065,0.13955,50
0.1214,0.1396,0.152,0.1702,0.2056,0.1981,50
0.0886,0.1174,0.1375,0.2303,0.22255,0.18875,50
0.1157,0.1443,0.1642,0.2249,0.26665,0.2427,50
0.1021,0.1202,0.1296,0.1612,0.2099,0.1932,50
0.1224,0.1286,0.1328,0.194,0.21935,0.1998,50
0.1214,0.146,0.1507,0.241,0.26505,0.2209,50
0.1018,0.1272,0.1527,0.2097,0.26495,0.20195,50
0.1294,0.1504,0.1692,0.2178,0.2187,0.1918,50
0.0812,0.0946,0.10145,0.1417,0.15195,0.13815,50
0.1278,0.1114,0.1194,0.2138,0.1677,0.2321,50
0.0966,0.1152,0.1181,0.2001,0.2197,0.1761,50
0.0939,0.1112,0.1284,0.1938,0.2217,0.1971,50
0.2012,0.147,0.1402,0.2596,0.2825,0.2546,50
0.0964,0.1148,0.1182,0.1572,0.1966,0.1809,50
0.1136,0.1334,0.1462,0.207,0.2281,0.1837,50
0.06105,0.0701,0.0739,0.1224,0.1094,0.09465,50
0.0997,0.1194,0.122,0.217,0.2123,0.1818,50
0.1104,0.1234,0.1379,0.1717,0.2171,0.203,50
0.1146,0.1274,0.1396,0.1438,0.1708,0.1728,50
0.07705,0.095,0.1061,0.1912,0.19085,0.1532,50
0.0778,0.09625,0.09935,0.1705,0.1895,0.1602,50
0.0805,0.0915,0.0983,0.1528,0.1529,0.1309,50
0.1636,0.151,0.1418,0.216,0.2729,0.2582,50
0.0902,0.09535,0.09375,0.1994,0.1859,0.1564,50
0.0653,0.0833,0.1019,0.1396,0.2031,0.1818,50
0.1378,0.1548,0.1694,0.2006,0.214,0.2022,50
0.1038,0.1232,0.131,0.2136,0.2369,0.2034,50
0.0855,0.0992,0.1144,0.15,0.1949,0.1739,50
0.0505,0.0498,0.0494,0.0596,0.1016,0.1163,50
0.0887,0.1098,0.1124,0.1668,0.1912,0.1741,50
0.0812,0.0987,0.105,0.2094,0.1891,0.1408,50
0.1,0.1252,0.1266,0.1974,0.1963,0.1529,50
0.08825,0.102,0.1095,0.154,0.17205,0.14785,50
0.07915,0.1082,0.1208,0.2089,0.2126,0.17545,50
0.1497,0.1681,0.1872,0.2505,0.2145,0.17985,50
0.0733,0.0881,0.0884,0.1972,0.1743,0.148,50
0.09045,0.0979,0.10185,0.151,0.18695,0.1614,50
0.0903,0.1164,0.1346,0.1628,0.2121,0.1963,50
0.1346,0.1482,0.1566,0.2057,0.1908,0.16885,50
0.1025,0.127,0.1357,0.2116,0.2119,0.1771,50
0.111,0.132,0.1479,0.1831,0.20815,0.1799,50
0.0755,0.0948,0.1004,0.1864,0.2192,0.1802,50
0.1278,0.1394,0.1488,0.1798,0.2225,0.2078,50
0.1176,0.1406,0.1514,0.2104,0.2173,0.1826,50
0.1028,0.1164,0.1268,0.1432,0.1979,0.171,50
0.0769,0.094,0.0901,0.1692,0.1932,0.1552,50
0.0746,0.0948,0.0973,0.2224,0.1997,0.1592,50
0.106,0.1274,0.1374,0.1716,0.218,0.1996,50
0.1218,0.145,0.1606,0.194,0.2729,0.2477,50
0.0983,0.111,0.1146,0.154,0.2208,0.1975,50
0.1001,0.1281,0.1558,0.228,0.2863,0.23885,50
0.07685,0.09075,0.09435,0.21,0.2144,0.16655,50
0.0993,0.1272,0.1406,0.233,0.2245,0.1748,50
0.1232,0.1368,0.1482,0.1952,0.2186,0.1915,50
0.0929,0.1084,0.113,0.1634,0.1943,0.1745,50
0.0874,0.1082,0.1176,0.1886,0.224,0.1836,50
0.1252,0.1534,0.1648,0.2106,0.2394,0.2136,50
0.0997,0.108,0.1086,0.129,0.1657,0.1426,50
0.0815,0.104,0.1051,0.2127,0.18665,0.1297,50
0.0928,0.1108,0.1254,0.1604,0.2011,0.1827,50
0.0647,0.0721,0.0807,0.0883,0.1018,0.0917,50
0.0912,0.106,0.123,0.141,0.1533,0.1406,50
0.10345,0.1178,0.1174,0.2004,0.2154,0.17525,50
0.0776,0.084,0.0926,0.0983,0.1013,0.0943,50
0.06475,0.09205,0.09225,0.2117,0.16835,0.10825,50
0.0648,0.0738,0.0722,0.1128,0.1579,0.1636,50
0.098,0.1082,0.1132,0.172,0.1835,0.1547,50
0.1062,0.121,0.1257,0.1604,0.213,0.19005,50
0.0771,0.0861,0.0808,0.1758,0.1699,0.1368,50
0.0946,0.1078,0.1062,0.1814,0.1851,0.1543,50
0.1278,0.1398,0.1478,0.1838,0.1746,0.1564,50
0.08995,0.104,0.1094,0.1306,0.2034,0.1939,50
0.1156,0.1292,0.1344,0.1918,0.2156,0.1933,50
0.0822,0.0995,0.1042,0.21,0.1991,0.1562,50
0.1156,0.1412,0.151,0.2436,0.2124,0.1601,50
0.07,0.0946,0.1112,0.2352,0.2225,0.1652,50
0.07005,0.0855,0.0803,0.1976,0.1875,0.132,50
0.08415,0.09985,0.1051,0.1787,0.1756,0.14565,50
0.08015,0.09635,0.0969,0.1919,0.19865,0.1601,50
0.0991,0.1194,0.1272,0.1668,0.2024,0.1855,50
0.0808,0.1034,0.1094,0.1836,0.1637,0.1299,50
0.136,0.1558,0.1654,0.2302,0.2455,0.2039,50
0.0907,0.0952,0.0979,0.1138,0.228,0.2023,50
0.1264,0.1436,0.1669,0.2013,0.2081,0.1783,50
0.111,0.1244,0.1294,0.2424,0.2132,0.16075,50
0.1107,0.127,0.1349,0.1629,0.20055,0.1837,50
0.0947,0.1122,0.1166,0.1585,0.19475,0.1804,50
0.079,0.0939,0.1019,0.1508,0.1937,0.1606,50
0.114,0.1334,0.1478,0.1856,0.2488,0.2456,50
0.0778,0.0912,0.0935,0.165,0.1712,0.1071,50
0.1083,0.13,0.1497,0.2075,0.2161,0.18325,50
0.1161,0.1377,0.1449,0.271,0.2732,0.22235,50
0.0572,0.0673,0.064,0.202,0.1447,0.1134,50
0.0727,0.0818,0.084,0.08445,0.11515,0.1078,50
0.1085,0.1206,0.1292,0.1433,0.15695,0.14675,50
0.067,0.0804,0.0792,0.1614,0.1323,0.1031,50
0.1252,0.1392,0.144,0.1894,0.2075,0.1883,50
0.1013,0.1094,0.1148,0.1736,0.2067,0.1638,50
0.0979,0.1284,0.1504,0.218,0.2496,0.2009,50
0.1028,0.1236,0.131,0.2074,0.2317,0.2043,50
0.1009,0.1166,0.126,0.1698,0.1904,0.1717,50
0.067,0.0882,0.0968,0.1738,0.1839,0.15,50
0.0954,0.1146,0.1254,0.1656,0.1181,0.1032,50
0.127,0.1448,0.1534,0.1842,0.2019,0.192,50
0.08545,0.1121,0.1234,0.2236,0.2284,0.18375,50
0.1101,0.1163,0.1296,0.1729,0.19995,0.18205,50
0.0798,0.08575,0.0998,0.1223,0.1382,0.11365,50
0.1265,0.1388,0.1473,0.2111,0.21355,0.1816,50
0.0976,0.1368,0.1676,0.2214,0.2919,0.2607,50
0.08225,0.09995,0.112,0.1985,0.19195,0.14485,50
0.107,0.121,0.1296,0.164,0.2062,0.1918,50
0.06495,0.07975,0.07605,0.1813,0.18145,0.1443,50
0.0852,0.0957,0.0984,0.1486,0.1807,0.1654,50
0.1174,0.1382,0.1492,0.1896,0.2411,0.2157,50
0.1116,0.1268,0.1442,0.1693,0.19495,0.181,50
0.0951,0.1067,0.1208,0.1403,0.1869,0.15675,50
0.1118,0.1418,0.1548,0.23,0.2314,0.1966,50
0.1089,0.1324,0.1636,0.202,0.23695,0.20795,50
0.089,0.1156,0.126,0.2288,0.2434,0.2131,50
0.1154,0.1512,0.172,0.2686,0.2897,0.2205,50
0.0985,0.12,0.1318,0.1748,0.2157,0.1972,50
0.0998,0.1156,0.12,0.1666,0.1892,0.1645,50
0.0894,0.1036,0.117,0.1432,0.1679,0.1469,50
0.07365,0.08175,0.0866,0.1602,0.18135,0.12975,50
0.0891,0.1098,0.1086,0.2036,0.2077,0.1738,50
0.0824,0.0952,0.1042,0.1686,0.1913,0.1652,50
0.1098,0.1302,0.1618,0.1936,0.2111,0.1896,50
0.1042,0.1252,0.1312,0.1682,0.1938,0.1761,50
0.0778,0.0995,0.1024,0.2038,0.1894,0.1593,50
0.1008,0.1188,0.1286,0.2082,0.2105,0.1799,50
0.0968,0.1042,0.1296,0.1616,0.2043,0.181,50
0.0826,0.1017,0.1096,0.1982,0.1905,0.1596,50
0.1064,0.123,0.1306,0.1809,0.1903,0.15575,50
0.107,0.1286,0.1398,0.225,0.2178,0.191,50
0.0753,0.0971,0.1126,0.202,0.1866,0.1493,50
0.0888,0.0965,0.094,0.157,0.1425,0.1042,50
0.187,0.191,0.1814,0.2536,0.2776,0.2113,50
0.1083,0.1206,0.1283,0.1581,0.17615,0.1517,50
0.1153,0.1276,0.1418,0.1954,0.2258,0.19825,50
0.1144,0.122,0.1366,0.1426,0.1453,0.1309,50
0.1021,0.1194,0.1269,0.2074,0.199,0.16355,50
0.1722,0.1966,0.1935,0.2352,0.24,0.21155,50
0.0757,0.1058,0.123,0.225,0.2018,0.1472,50
0.0786,0.09375,0.0972,0.1702,0.18015,0.14385,50
0.0941,0.1128,0.114,0.1984,0.1929,0.1588,50
0.0854,0.10195,0.1096,0.202,0.2039,0.1629,50
0.0851,0.0986,0.107,0.1282,0.1431,0.1305,50
0.08475,0.1174,0.1699,0.2243,0.30505,0.23935,50
0.0619,0.0795,0.0775,0.2072,0.1744,0.1443,50
0.0855,0.107,0.1256,0.2124,0.2814,0.2289,50
0.1202,0.1324,0.1414,0.2044,0.2219,0.1954,50
0.1268,0.1394,0.1498,0.1924,0.2542,0.2365,50
0.113,0.127,0.1344,0.1932,0.2177,0.1926,50
0.0796,0.0927,0.0861,0.1628,0.1411,0.1086,50
0.0835,0.0993,0.1066,0.1784,0.2002,0.1791,50
0.1138,0.1346,0.1426,0.1948,0.2063,0.181,50
0.1074,0.1238,0.1308,0.1838,0.2117,0.1872,50
0.1034,0.1214,0.1356,0.1592,0.197,0.19,50
0.0806,0.0953,0.1014,0.1874,0.2169,0.1655,50
0.0739,0.0973,0.1108,0.241,0.2078,0.1534,50
0.1094,0.1252,0.128,0.2072,0.2282,0.1983,50
0.07895,0.093,0.09475,0.1854,0.16535,0.1188,50
0.07145,0.07865,0.06905,0.1304,0.1289,0.12215,50
0.0776,0.09035,0.08925,0.1762,0.18175,0.1402,50
0.1085,0.1265,0.1297,0.1777,0.205,0.17905,50
0.1834,0.1974,0.2107,0.3003,0.25275,0.196,50
0.0672,0.09395,0.09675,0.2066,0.2579,0.18375,50
0.0949,0.1324,0.1632,0.2454,0.2885,0.2225,50
0.06315,0.0769,0.09805,0.1158,0.198,0.19,50
0.1152,0.1246,0.1294,0.1688,0.1853,0.1609,50
0.1432,0.1738,0.1894,0.2322,0.2997,0.3132,50
0.0823,0.1009,0.1015,0.161,0.1911,0.1675,50
0.07095,0.0745,0.0786,0.0945,0.14295,0.1291,50
0.1278,0.1488,0.1594,0.201,0.1989,0.1686,50
0.0677,0.0799,0.0835,0.1078,0.1276,0.0942,50
0.0759,0.0907,0.1014,0.1592,0.15645,0.13125,50
0.1088,0.1324,0.1346,0.2378,0.1961,0.1512,50
0.1124,0.1319,0.155,0.1794,0.20345,0.19375,50
0.099,0.1238,0.1344,0.2124,0.2236,0.1801,50
0.0714,0.0902,0.0971,0.2048,0.1963,0.1487,50
0.0582,0.0735,0.0763,0.1544,0.1896,0.1567,50
0.0933,0.112,0.1174,0.1724,0.2218,0.1974,50
0.1382,0.1678,0.1766,0.229,0.1992,0.1716,50
0.0789,0.1005,0.113,0.225,0.2098,0.1713,50
0.0958,0.126,0.1456,0.2254,0.2268,0.1931,50
0.1038,0.1394,0.1576,0.2474,0.2447,0.1827,50
0.0972,0.1104,0.1208,0.1614,0.2129,0.1811,50
0.1188,0.1356,0.1558,0.1728,0.2221,0.2169,50
0.1294,0.146,0.1604,0.2408,0.2537,0.2168,50
0.0947,0.118,0.1206,0.2598,0.2288,0.1775,50
0.1358,0.1332,0.1344,0.2218,0.2428,0.2153,50
0.0541,0.0736,0.0733,0.2086,0.1589,0.1052,50
0.1108,0.1224,0.1274,0.163,0.1945,0.1733,50
0.0924,0.1116,0.1218,0.2014,0.2145,0.1825,50
0.0888,0.1024,0.0995,0.1918,0.1749,0.1362,50
0.085,0.1072,0.106,0.216,0.2254,0.1875,50
0.0982,0.1154,0.133,0.2367,0.2745,0.1894,50
0.06055,0.07085,0.0795,0.0917,0.1713,0.173,50
0.0966,0.1178,0.1342,0.1616,0.1805,0.1647,50
0.1115,0.1394,0.1701,0.2394,0.29615,0.2577,50
